timestamp ; ip_source      ; ip_destination; protocole; port_destination; duree_connexion_sec; volume_donnees_kb; nb_paquets; nb_echecs_auth; type_trafic ; ml_alert; niveau_crise; label; debit_paquets        ; taille_moyenne_paquet
01/04/2025; 192.168.4.57   ; 10.0.0.19     ; TCP      ;              443;               16.66;            175.66;        155;              0; normal      ;        0;            0;     0;   9.30371590413211   ;   1.1332903225806452
01/04/2025; 192.168.1.139  ; 10.0.1.186    ; ICMP     ;             8080;               20.1 ;            261.94;         76;              0; normal      ;        0;            0;     0;   3.781092646222564  ;   3.446578947368421
01/04/2025; 192.168.2.109  ; 10.0.3.120    ; TCP      ;               80;               19.8 ;            103.3 ;         29;              1; normal      ;        0;            0;     0;   1.4646457249264015 ;   3.5620689655172413
01/04/2025; 192.168.1.109  ; 10.0.1.72     ; UDP      ;              443;               16.13;            131.84;         53;              0; normal      ;        0;            0;     0;   3.28580081475461   ;   2.4875471698113207
01/04/2025; 192.168.0.249  ; 10.0.0.238    ; TCP      ;              443;               29.98;             57.98;        171;              2; normal      ;        0;            0;     0;   5.7038006324881145 ;   0.3390643274853801
01/04/2025; 192.168.3.68   ; 10.0.3.74     ; UDP      ;             8080;               11.43;            452.2 ;         47;              1; normal      ;        0;            0;     0;   4.11198240421487   ;   9.62127659574468
01/04/2025; 192.168.4.16   ; 10.0.2.15     ; TCP      ;             8080;               17.42;            116.67;         19;              1; normal      ;        0;            0;     0;   1.0906997183124463 ;   6.140526315789474
01/04/2025; 192.168.1.18   ; 10.0.0.173    ; TCP      ;             3389;                2.5 ;             37.87;        135;              0; normal      ;        0;            0;     0;  53.999784000864     ;   0.2805185185185185
01/04/2025; 192.168.4.145  ; 10.0.2.240    ; TCP      ;              443;               12.63;             29.47;         25;              2; normal      ;        0;            0;     0;   1.9794125261975246 ;   1.1787999999999998
01/04/2025; 192.168.2.238  ; 10.0.0.3      ; UDP      ;             8080;                9.07;             74.13;        170;              1; normal      ;        0;            0;     0;  18.743088486120744  ;   0.4360588235294117
01/04/2025; 192.168.1.95   ; 10.0.2.41     ; UDP      ;             8080;               26.44;            139.95;         94;              2; normal      ;        0;            0;     0;   3.5552180199629273 ;   1.4888297872340424
01/04/2025; 192.168.2.239  ; 10.0.0.241    ; TCP      ;               22;               24.53;            269.18;        175;              2; scan_port   ;        0;            0;     1;   7.134118575573349  ;   1.5381714285714285
01/04/2025; 192.168.2.53   ; 10.0.2.130    ; UDP      ;               22;                6.4 ;            143.45;        159;              0; normal      ;        0;            0;     0;  24.843711181701277  ;   0.9022012578616352
01/04/2025; 192.168.5.251  ; 10.0.2.42     ; UDP      ;             8080;               23.16;             31.6 ;         90;              1; normal      ;        0;            0;     0;   3.886008684797632  ;   0.35111111111111115
01/04/2025; 192.168.4.10   ; 10.0.2.150    ; ICMP     ;              443;               27.13;            473.07;        181;              0; normal      ;        0;            0;     0;   6.671578816226017  ;   2.613646408839779
01/04/2025; 192.168.5.27   ; 10.0.2.200    ; ICMP     ;             3389;               20.49;            450.47;         58;              0; normal      ;        0;            0;     0;   2.8306477156428915 ;   7.7667241379310346
01/04/2025; 192.168.0.46   ; 10.0.2.201    ; UDP      ;              443;               26.45;            433.66;         50;              0; normal      ;        0;            0;     0;   1.8903584535506792 ;   8.673200000000001
02/04/2025; 192.168.3.90   ; 10.0.2.211    ; TCP      ;              443;                6.75;            437.36;        125;              1; normal      ;        0;            0;     0;  18.518491083716913  ;   3.49888
02/04/2025; 192.168.4.103  ; 10.0.2.241    ; TCP      ;               80;               10.6 ;            433.53;         76;              1; normal      ;        0;            0;     0;   7.169804556788154  ;   5.704342105263158
02/04/2025; 192.168.5.202  ; 10.0.2.112    ; ICMP     ;             8080;               13.09;             28.75;        157;              1; normal      ;        0;            0;     0;  11.993879301849274  ;   0.18312101910828024
02/04/2025; 192.168.4.176  ; 10.0.1.94     ; UDP      ;               80;                0.15;             31.75;        116;              1; normal      ;        0;            0;     0; 773.2817812145856    ;   0.27370689655172414
02/04/2025; 192.168.4.80   ; 10.0.3.84     ; UDP      ;               22;               27.01;            425.53;        189;              2; normal      ;        0;            0;     0;   6.99740577659912   ;   2.2514814814814814
02/04/2025; 192.168.2.104  ; 10.0.0.78     ; TCP      ;              443;               18.5 ;            341.89;         49;              1; normal      ;        0;            0;     0;   2.64864721694745   ;   6.97734693877551
02/04/2025; 192.168.4.122  ; 10.0.1.169    ; TCP      ;               22;               20.3 ;            237.84;        118;              1; normal      ;        0;            0;     0;   5.812805018322651  ;   2.015593220338983
02/04/2025; 192.168.2.58   ; 10.0.1.38     ; TCP      ;               80;                7.12;            411.03;        197;              0; normal      ;        0;            0;     0;  27.668500465589236  ;   2.086446700507614
02/04/2025; 192.168.5.179  ; 10.0.3.127    ; UDP      ;              443;               17.31;            233.15;        166;              0; normal      ;        0;            0;     0;   9.58982692673199   ;   1.4045180722891566
02/04/2025; 192.168.5.133  ; 10.0.3.13     ; ICMP     ;              443;                5.36;            391.43;         61;              0; normal      ;        0;            0;     0;  11.380575782507869  ;   6.416885245901639
02/04/2025; 192.168.3.157  ; 10.0.3.213    ; ICMP     ;             3389;               17.9 ;            270.25;        148;              2; normal      ;        0;            0;     0;   8.268151805501786  ;   1.8260135135135136
02/04/2025; 192.168.4.125  ; 10.0.1.71     ; UDP      ;               80;                8.39;            378.37;        168;              1; normal      ;        0;            0;     0;  20.023814035978504  ;   2.252202380952381
02/04/2025; 192.168.1.99   ; 10.0.1.181    ; TCP      ;               80;                4.24;            447.58;         25;              1; normal      ;        0;            0;     0;   5.896212508932762  ;  17.9032
02/04/2025; 192.168.4.243  ; 10.0.0.220    ; ICMP     ;             3389;               11.75;             40.51;        112;              1; normal      ;        0;            0;     0;   9.53190678135593   ;   0.36169642857142853
02/04/2025; 192.168.5.140  ; 10.0.1.125    ; TCP      ;               22;               16.19;            428.19;        112;              1; normal      ;        0;            0;     0;   6.917846252102376  ;   3.823125
02/04/2025; 192.168.3.236  ; 10.0.1.252    ; ICMP     ;             8080;               21.75;            342.78;        108;              2; normal      ;        0;            0;     0;   4.9655149583839275 ;   3.1738888888888885
02/04/2025; 192.168.3.47   ; 10.0.0.67     ; UDP      ;               22;               12.92;             23.28;        169;              2; normal      ;        0;            0;     0;  13.080485231822577  ;   0.13775147928994083
02/04/2025; 192.168.0.121  ; 10.0.0.192    ; ICMP     ;               80;                7.64;            146.35;        112;              1; normal      ;        0;            0;     0;  14.65966667582896   ;   1.3066964285714284
02/04/2025; 192.168.1.215  ; 10.0.0.160    ; TCP      ;              443;               28.49;             29.73;         12;              2; normal      ;        0;            0;     0;   0.4212002733589774 ;   2.4775
02/04/2025; 192.168.1.156  ; 10.0.0.200    ; TCP      ;               22;               23.03;            237.87;         70;              0; normal      ;        0;            0;     0;   3.0395123580059233 ;   3.398142857142857
02/04/2025; 192.168.5.51   ; 10.0.0.152    ; TCP      ;               80;               11.96;            341.9 ;        101;              2; normal      ;        0;            0;     0;   8.444808992634622  ;   3.385148514851485
02/04/2025; 192.168.2.137  ; 10.0.3.170    ; TCP      ;               80;               23.5 ;            404.71;        149;              2; normal      ;        0;            0;     0;   6.340422833862624  ;   2.716174496644295
02/04/2025; 192.168.2.163  ; 10.0.3.182    ; TCP      ;             3389;               13.06;            412.94;         32;              1; normal      ;        0;            0;     0;   2.45022783290365   ;  12.904375
02/04/2025; 192.168.3.112  ; 10.0.2.83     ; TCP      ;               80;               23.26;            311.8 ;        142;              1; normal      ;        0;            0;     0;   6.104898493164878  ;   2.195774647887324
02/04/2025; 192.168.0.127  ; 10.0.2.47     ; UDP      ;              443;               11.43;            289.23;        176;              1; normal      ;        0;            0;     0;  15.39806176897483   ;   1.643352272727273
02/04/2025; 192.168.4.243  ; 10.0.1.22     ; TCP      ;             3389;               16.72;            353.58;         75;              2; normal      ;        0;            0;     0;   4.485643250213368  ;   4.7143999999999995
02/04/2025; 192.168.0.24   ; 10.0.2.57     ; UDP      ;              443;               13.5 ;            326.49;        130;              1; normal      ;        0;            0;     0;   9.629622496575928  ;   2.5114615384615386
02/04/2025; 192.168.4.85   ; 10.0.2.180    ; UDP      ;               22;               29.9 ;            270.15;        113;              2; normal      ;        0;            0;     0;   3.779262950079281  ;   2.39070796460177
02/04/2025; 192.168.5.48   ; 10.0.1.56     ; UDP      ;               22;               16.12;            164.62;        195;              0; normal      ;        0;            0;     0;  12.096766689350689  ;   0.8442051282051283
02/04/2025; 192.168.2.46   ; 10.0.2.4      ; ICMP     ;              443;                8.96;            490.45;         54;              1; normal      ;        0;            0;     0;   6.026778987969879  ;   9.082407407407407
02/04/2025; 192.168.3.27   ; 10.0.0.147    ; TCP      ;             3389;               26.07;            472.6 ;        168;              2; normal      ;        0;            0;     0;   6.444186250791619  ;   2.8130952380952383
02/04/2025; 192.168.0.103  ; 10.0.3.19     ; ICMP     ;               80;                3.51;            133.71;        127;              0; normal      ;        0;            0;     0;  36.182233099051004  ;   1.0528346456692914
03/04/2025; 192.168.3.156  ; 10.0.1.199    ; ICMP     ;             3389;                3.64;             51.74;         68;              1; normal      ;        0;            0;     0;  18.681267359155605  ;   0.7608823529411765
03/04/2025; 192.168.0.157  ; 10.0.0.243    ; TCP      ;              443;               17.1 ;            495.12;         83;              2; normal      ;        0;            0;     0;   4.8537983311120865 ;   5.965301204819277
03/04/2025; 192.168.3.177  ; 10.0.3.75     ; TCP      ;              443;                0.18;            280.48;         45;              0; normal      ;        0;            0;     0; 249.98611188267319   ;   6.23288888888889
03/04/2025; 192.168.5.151  ; 10.0.1.109    ; TCP      ;             8080;               27.72;             44.88;         64;              1; normal      ;        0;            0;     0;   2.3088014759013435 ;   0.70125
03/04/2025; 192.168.4.192  ; 10.0.2.113    ; TCP      ;             3389;               23.8 ;             44.99;         47;              0; normal      ;        0;            0;     0;   1.974789086223073  ;   0.9572340425531916
03/04/2025; 192.168.4.11   ; 10.0.3.189    ; TCP      ;             8080;               13.19;            255.23;        131;              1; normal      ;        0;            0;     0;   9.931758960000789  ;   1.9483206106870228
03/04/2025; 192.168.0.196  ; 10.0.2.148    ; TCP      ;              443;               17.65;            419.62;        152;              2; normal      ;        0;            0;     0;   8.6118931377376    ;   2.760657894736842
03/04/2025; 192.168.3.249  ; 10.0.0.121    ; TCP      ;             3389;               13.13;             98.93;        154;              1; normal      ;        0;            0;     0;  11.728856261343289  ;   0.6424025974025974
03/04/2025; 192.168.5.242  ; 10.0.3.209    ; ICMP     ;               80;               14.91;            171.6 ;        182;              0; normal      ;        0;            0;     0;  12.206564583122345  ;   0.9428571428571428
03/04/2025; 192.168.0.169  ; 10.0.3.106    ; TCP      ;              443;               25.96;            485.39;        108;              0; normal      ;        0;            0;     0;   4.160244930568209  ;   4.494351851851852
03/04/2025; 192.168.4.34   ; 10.0.2.113    ; UDP      ;               80;                6.19;            226.6 ;         18;              2; normal      ;        0;            0;     0;   2.9079112957814286 ;  12.588888888888889
03/04/2025; 192.168.3.24   ; 10.0.1.216    ; TCP      ;             3389;                0.51;             87.61;        146;              2; normal      ;        0;            0;     0; 286.26889668830023   ;   0.6000684931506849
03/04/2025; 192.168.3.251  ; 10.0.3.63     ; UDP      ;             8080;                8.28;            153.01;        185;              2; normal      ;        0;            0;     0;  22.342968184821036  ;   0.827081081081081
03/04/2025; 192.168.2.198  ; 10.0.3.88     ; ICMP     ;               22;               25.93;            375.68;         39;              2; normal      ;        0;            0;     0;   1.5040487836294703 ;   9.632820512820514
03/04/2025; 192.168.1.115  ; 10.0.3.89     ; TCP      ;             8080;               14.74;            294.16;        173;              2; normal      ;        0;            0;     0;  11.736762729468976  ;   1.7003468208092487
03/04/2025; 192.168.1.220  ; 10.0.3.12     ; TCP      ;             3389;               17.2 ;            490.58;         66;              0; normal      ;        0;            0;     0;   3.8372070713912376 ;   7.433030303030303
03/04/2025; 192.168.3.247  ; 10.0.0.33     ; ICMP     ;             8080;               29.43;            398.27;        171;              2; normal      ;        0;            0;     0;   5.8103955792063955 ;   2.32906432748538
03/04/2025; 192.168.1.105  ; 10.0.1.20     ; UDP      ;               22;                0.56;             58.86;        121;              1; normal      ;        0;            0;     0; 216.06757022196032   ;   0.48644628099173554
03/04/2025; 192.168.3.245  ; 10.0.2.161    ; UDP      ;             8080;               25.79;            427.36;        177;              0; normal      ;        0;            0;     0;   6.863122581185506  ;   2.4144632768361585
03/04/2025; 192.168.3.251  ; 10.0.0.195    ; TCP      ;             3389;               22.43;            461.26;         63;              2; normal      ;        0;            0;     0;   2.8087370447003814 ;   7.321587301587302
03/04/2025; 192.168.2.111  ; 10.0.1.63     ; ICMP     ;             3389;                8.87;            168.94;         19;              0; normal      ;        0;            0;     0;   2.1420494452655636 ;   8.891578947368421
03/04/2025; 192.168.1.128  ; 10.0.1.60     ; UDP      ;               22;               18.63;             48.69;        102;              0; normal      ;        0;            0;     0;   5.475037318820548  ;   0.4773529411764706
03/04/2025; 192.168.0.114  ; 10.0.2.253    ; ICMP     ;               22;               16.44;            451.59;        178;              1; normal      ;        0;            0;     0;  10.82724402235765   ;   2.537022471910112
03/04/2025; 192.168.0.61   ; 10.0.3.147    ; TCP      ;             8080;               25.61;            107.62;        103;              1; normal      ;        0;            0;     0;   4.021864887987158  ;   1.0448543689320389
03/04/2025; 192.168.5.200  ; 10.0.0.234    ; ICMP     ;             3389;               17.02;            203.94;          7;              2; normal      ;        0;            0;     0;   0.41128060441797626;  29.134285714285713
03/04/2025; 192.168.5.194  ; 10.0.1.161    ; TCP      ;               80;               18.66;            117.31;         53;              1; normal      ;        0;            0;     0;   2.84029858504899   ;   2.2133962264150946
03/04/2025; 192.168.2.192  ; 10.0.3.45     ; TCP      ;              443;               27.3 ;            368.86;         28;              1; normal      ;        0;            0;     0;   1.0256406499484798 ;  13.17357142857143
03/04/2025; 192.168.3.248  ; 10.0.2.192    ; TCP      ;               80;               27.43;            416.93;         70;              1; normal      ;        0;            0;     0;   2.551949488899202  ;   5.956142857142857
03/04/2025; 192.168.3.248  ; 10.0.2.24     ; UDP      ;               80;               20.26;            431.47;        190;              0; normal      ;        0;            0;     0;   9.378080267482591  ;   2.2708947368421053
03/04/2025; 192.168.5.241  ; 10.0.2.28     ; TCP      ;             3389;               17.58;            377.02;         72;              2; normal      ;        0;            0;     0;   4.0955608102612    ;   5.2363888888888885
03/04/2025; 192.168.5.211  ; 10.0.3.233    ; TCP      ;             3389;               19.46;            458.48;         61;              1; normal      ;        0;            0;     0;   3.134633538215037  ;   7.516065573770492
03/04/2025; 192.168.4.35   ; 10.0.3.117    ; TCP      ;             8080;                3.01;            498.0 ;         34;              1; normal      ;        0;            0;     0;  11.295643536067987  ;  14.647058823529411
04/04/2025; 192.168.2.9    ; 10.0.2.56     ; UDP      ;             3389;               18.51;            330.91;        130;              1; normal      ;        0;            0;     0;   7.0232268918277185 ;   2.5454615384615384
04/04/2025; 192.168.3.71   ; 10.0.1.248    ; TCP      ;             3389;               10.82;            189.99;        170;              2; normal      ;        0;            0;     0;  15.711630580748077  ;   1.1175882352941178
04/04/2025; 192.168.1.254  ; 10.0.1.202    ; ICMP     ;              443;               23.63;            485.84;         17;              2; normal      ;        0;            0;     0;   0.7194241559779281 ;  28.578823529411764
04/04/2025; 192.168.1.202  ; 10.0.0.71     ; TCP      ;              443;                9.92;            115.82;         64;              2; normal      ;        0;            0;     0;   6.4516063995903234 ;   1.8096875
04/04/2025; 192.168.1.151  ; 10.0.2.5      ; TCP      ;               22;                0.54;            434.56;         38;              2; normal      ;        0;            0;     0;  70.36906723949556   ;  11.43578947368421
04/04/2025; 192.168.2.132  ; 10.0.0.116    ; ICMP     ;              443;               13.5 ;            375.38;        126;              0; normal      ;        0;            0;     0;   9.333326419758208  ;   2.979206349206349
04/04/2025; 192.168.0.16   ; 10.0.3.217    ; UDP      ;             3389;               19.34;            265.51;        122;              2; normal      ;        0;            0;     0;   6.308166334970871  ;   2.176311475409836
04/04/2025; 192.168.1.17   ; 10.0.1.71     ; ICMP     ;             8080;                9.73;             46.01;         25;              1; normal      ;        0;            0;     0;   2.569370432301714  ;   1.8403999999999998
04/04/2025; 192.168.3.26   ; 10.0.0.219    ; ICMP     ;              443;               15.22;            269.97;        121;              2; normal      ;        0;            0;     0;   7.950060479592326  ;   2.2311570247933887
04/04/2025; 192.168.0.81   ; 10.0.3.81     ; TCP      ;               22;               12.54;            415.44;        107;              1; normal      ;        0;            0;     0;   8.532688570423788  ;   3.8826168224299065
04/04/2025; 192.168.5.190  ; 10.0.2.208    ; TCP      ;             8080;               13.01;            417.57;         28;              0; normal      ;        0;            0;     0;   2.1521889683405315 ;  14.913214285714286
04/04/2025; 192.168.3.223  ; 10.0.0.248    ; TCP      ;             8080;               26.22;             69.89;         95;              2; normal      ;        0;            0;     0;   3.6231870239561315 ;   0.7356842105263158
04/04/2025; 192.168.0.90   ; 10.0.2.30     ; TCP      ;             8080;                6.8 ;             85.82;        128;              0; normal      ;        0;            0;     0;  18.823501730144518  ;   0.67046875
04/04/2025; 192.168.4.238  ; 10.0.2.8      ; TCP      ;               22;               16.75;            310.65;        169;              2; normal      ;        0;            0;     0;  10.08954621519629   ;   1.8381656804733726
04/04/2025; 192.168.3.18   ; 10.0.1.190    ; TCP      ;               80;               17.03;             12.99;         41;              1; normal      ;        0;            0;     0;   2.4075147342837733 ;   0.31682926829268293
04/04/2025; 192.168.2.199  ; 10.0.0.227    ; TCP      ;              443;                9.42;            177.04;         99;              1; normal      ;        0;            0;     0;  10.509542983500017  ;   1.7882828282828283
04/04/2025; 192.168.4.114  ; 10.0.3.70     ; TCP      ;             8080;               12.78;            143.33;        174;              0; normal      ;        0;            0;     0;  13.615012820803742  ;   0.8237356321839081
04/04/2025; 192.168.2.12   ; 10.0.1.102    ; ICMP     ;               80;               15.86;            342.46;        129;              2; normal      ;        0;            0;     0;   8.133664480665523  ;   2.6547286821705427
04/04/2025; 192.168.0.128  ; 10.0.3.45     ; TCP      ;             3389;                9.91;            384.44;         79;              0; normal      ;        0;            0;     0;   7.9717376672677425 ;   4.866329113924051
04/04/2025; 192.168.5.11   ; 10.0.3.5      ; UDP      ;               80;               11.97;            405.04;         23;              2; normal      ;        0;            0;     0;   1.9214687372859338 ;  17.610434782608696
04/04/2025; 192.168.0.248  ; 10.0.2.44     ; ICMP     ;             3389;                3.54;            323.67;         79;              2; normal      ;        0;            0;     0;  22.316321140335763  ;   4.097088607594937
04/04/2025; 192.168.0.102  ; 10.0.2.191    ; TCP      ;              443;               12.07;            129.23;        155;              0; normal      ;        0;            0;     0;  12.84174578148651   ;   0.8337419354838709
04/04/2025; 192.168.2.90   ; 10.0.1.61     ; TCP      ;              443;                5.9 ;             65.87;        135;              2; normal      ;        0;            0;     0;  22.881317150309915  ;   0.487925925925926
04/04/2025; 192.168.4.195  ; 10.0.3.175    ; ICMP     ;             8080;               14.87;             46.92;        165;              2; normal      ;        0;            0;     0;  11.096159316637985  ;   0.2843636363636364
04/04/2025; 192.168.2.152  ; 10.0.0.91     ; ICMP     ;               80;               18.98;             43.46;        118;              1; normal      ;        0;            0;     0;   6.217067325043559  ;   0.36830508474576273
04/04/2025; 192.168.0.158  ; 10.0.3.119    ; ICMP     ;             8080;               19.38;            417.53;         24;              1; normal      ;        0;            0;     0;   1.238389453875411  ;  17.39708333333333
04/04/2025; 192.168.4.39   ; 10.0.0.116    ; TCP      ;               22;               18.19;            329.4 ;         87;              2; normal      ;        0;            0;     0;   4.782845089145085  ;   3.786206896551724
04/04/2025; 192.168.4.134  ; 10.0.1.94     ; TCP      ;               22;               29.73;            131.39;        117;              0; normal      ;        0;            0;     0;   3.935417445200994  ;   1.1229914529914529
04/04/2025; 192.168.0.85   ; 10.0.0.143    ; UDP      ;               22;               19.45;             35.66;        166;              2; normal      ;        0;            0;     0;   8.534699982159392  ;   0.2148192771084337
04/04/2025; 192.168.5.37   ; 10.0.2.80     ; UDP      ;              443;                2.54;            437.91;         90;              2; normal      ;        0;            0;     0;  35.43293136641194   ;   4.865666666666667
04/04/2025; 192.168.5.180  ; 10.0.0.166    ; UDP      ;             8080;               24.41;            325.31;         89;              1; normal      ;        0;            0;     0;   3.6460452085025774 ;   3.655168539325843
04/04/2025; 192.168.1.40   ; 10.0.0.76     ; TCP      ;             8080;                5.84;            177.45;        129;              0; normal      ;        0;            0;     0;  22.089003272254672  ;   1.3755813953488372
05/04/2025; 192.168.3.40   ; 10.0.1.47     ; ICMP     ;              443;                4.02;            334.35;        163;              0; normal      ;        0;            0;     0;  40.547162818002946  ;   2.051226993865031
05/04/2025; 192.168.5.201  ; 10.0.3.60     ; ICMP     ;              443;               18.36;            362.6 ;        118;              2; normal      ;        0;            0;     0;   6.427011749993601  ;   3.0728813559322035
05/04/2025; 192.168.3.197  ; 10.0.2.200    ; UDP      ;             8080;               29.53;            190.24;        151;              0; normal      ;        0;            0;     0;   5.1134422236904085 ;   1.2598675496688743
05/04/2025; 192.168.3.224  ; 10.0.2.142    ; TCP      ;             8080;                1.66;             77.82;         69;              2; normal      ;        0;            0;     0;  41.566014662562274  ;   1.1278260869565215
05/04/2025; 192.168.3.24   ; 10.0.1.210    ; UDP      ;               22;                4.51;            230.17;        136;              1; normal      ;        0;            0;     0;  30.155143780169006  ;   1.6924264705882353
05/04/2025; 192.168.0.82   ; 10.0.0.215    ; TCP      ;              443;               11.31;            125.53;         25;              1; normal      ;        0;            0;     0;   2.2104312905116794 ;   5.0212
05/04/2025; 192.168.3.115  ; 10.0.0.232    ; TCP      ;               80;               22.79;            351.08;         40;              1; normal      ;        0;            0;     0;   1.7551549999319878 ;   8.777
05/04/2025; 192.168.2.61   ; 10.0.2.32     ; TCP      ;              443;                3.42;            308.35;        113;              2; normal      ;        0;            0;     0;  33.04083906187409   ;   2.7287610619469027
05/04/2025; 192.168.0.162  ; 10.0.1.184    ; TCP      ;               22;               17.94;             64.32;        132;              0; normal      ;        0;            0;     0;   7.357855430403885  ;   0.48727272727272725
05/04/2025; 192.168.4.250  ; 10.0.2.18     ; ICMP     ;             8080;               20.08;            214.12;        175;              2; normal      ;        0;            0;     0;   8.715135102024352  ;   1.2235428571428573
05/04/2025; 192.168.2.65   ; 10.0.0.92     ; TCP      ;               22;               19.11;            437.93;         16;              1; normal      ;        0;            0;     0;   0.837257541989774  ;  27.370625
05/04/2025; 192.168.2.140  ; 10.0.2.209    ; TCP      ;             3389;                4.09;            370.24;         90;              2; normal      ;        0;            0;     0;  22.004836173994686  ;   4.113777777777778
05/04/2025; 192.168.1.12   ; 10.0.1.227    ; TCP      ;               22;                1.21;             40.92;        122;              0; normal      ;        0;            0;     0; 100.8256130114627    ;   0.3354098360655738
05/04/2025; 192.168.1.74   ; 10.0.2.221    ; TCP      ;               22;               22.62;            241.97;         14;              2; scan_port   ;        0;            0;     1;   0.6189210349597546 ;  17.283571428571427
05/04/2025; 192.168.1.128  ; 10.0.3.95     ; ICMP     ;               22;               10.24;            374.22;        103;              1; normal      ;        0;            0;     0;  10.058583927164134  ;   3.633203883495146
05/04/2025; 192.168.2.27   ; 10.0.0.84     ; TCP      ;               22;               16.41;            497.6 ;         51;              2; normal      ;        0;            0;     0;   3.1078591664477964 ;   9.75686274509804
05/04/2025; 192.168.2.158  ; 10.0.3.71     ; TCP      ;               80;                1.37;            227.52;        119;              2; normal      ;        0;            0;     0;  86.86067984905219   ;   1.9119327731092437
05/04/2025; 192.168.4.174  ; 10.0.3.9      ; TCP      ;               80;                4.37;            342.91;         12;              2; normal      ;        0;            0;     0;   2.745989139612953  ;  28.575833333333335
05/04/2025; 192.168.5.116  ; 10.0.2.96     ; UDP      ;               80;               18.19;            475.24;         13;              1; normal      ;        0;            0;     0;   0.7146780018262772 ;  36.55692307692308
05/04/2025; 192.168.0.189  ; 10.0.1.128    ; ICMP     ;             3389;               28.82;            328.28;         68;              1; normal      ;        0;            0;     0;   2.3594717697877274 ;   4.827647058823529
05/04/2025; 192.168.3.52   ; 10.0.0.35     ; TCP      ;             3389;                8.64;            228.67;        161;              2; normal      ;        0;            0;     0;  18.634237691854523  ;   1.420310559006211
05/04/2025; 192.168.5.17   ; 10.0.2.229    ; TCP      ;              443;               20.07;            407.15;         86;              0; normal      ;        0;            0;     0;   4.285000356252937  ;   4.734302325581395
05/04/2025; 192.168.1.203  ; 10.0.1.61     ; UDP      ;               80;                6.8 ;            398.91;        135;              0; normal      ;        0;            0;     0;  19.852911981011793  ;   2.954888888888889
05/04/2025; 192.168.3.184  ; 10.0.3.135    ; UDP      ;             3389;                2.07;             73.59;         27;              2; normal      ;        0;            0;     0;  13.043415249201695  ;   2.7255555555555557
05/04/2025; 192.168.2.33   ; 10.0.1.197    ; TCP      ;             3389;               20.44;             46.34;        124;              2; normal      ;        0;            0;     0;   6.066533235551255  ;   0.37370967741935485
