date,heure_depart_prevue,compagnie,aeroport_depart,aeroport_arrivee,cyber_alert,retard_minutes,annulation,cause_perturbation,ml_alert,niveau_crise,proba_cyber,pred_annulation,pred_retard,aviation_perturbee
2025-04-02,13:00,Lufthansa,IST,ATH,0,10,0,aucune,0,0,0.0010144927536231,0,8.805395624831645,0
2025-04-02,15:30,Ryanair,MAD,LIS,0,23,0,aucune,0,0,0.0301212121212121,0,11.81249557196461,0
2025-04-02,08:30,AirFrance,DXB,CDG,0,10,0,aucune,0,0,0.0005797101449275,0,10.093420079789432,0
2025-04-02,08:15,British,FRA,ATH,0,9,0,aucune,0,0,0.0,0,8.596455056368194,0
2025-04-02,05:45,Ryanair,FCO,LIS,0,13,0,aucune,0,0,0.0027305100696405,0,11.710064379087378,0
2025-04-02,17:45,Delta,FRA,BCN,0,14,0,aucune,0,0,0.0004347826086956,0,10.211740719984382,0
2025-04-02,17:30,AirFrance,LHR,CPH,0,0,0,aucune,0,0,0.0001212121212121,0,9.983515111518052,0
2025-04-02,13:45,Ryanair,CDG,ATH,0,11,0,aucune,0,0,0.0,0,10.097268137972057,0
2025-04-02,14:15,Ryanair,DXB,ZRH,0,16,0,aucune,0,0,0.0,0,10.033665004591109,0
2025-04-02,06:00,Turkish,DXB,BCN,0,9,0,aucune,0,0,0.0005797101449275,0,10.257746339562704,0
2025-04-02,19:00,Emirates,LHR,ATH,0,4,0,aucune,0,0,0.0,0,9.599498035019858,0
2025-04-02,10:15,Delta,MAD,BRU,0,18,0,aucune,0,0,0.0001212121212121,0,11.433058902495745,0
2025-04-02,22:30,AirFrance,FCO,IST,0,6,0,aucune,0,0,0.0,0,9.5518924755175,0
2025-04-02,22:45,Delta,FCO,LHR,0,21,0,aucune,0,0,0.0,0,9.89506510295942,0
2025-04-03,12:00,KLM,DXB,MUC,0,19,0,aucune,0,0,0.0005797101449275,0,9.193827675531265,0
2025-04-03,17:30,Turkish,MAD,LHR,0,12,0,aucune,0,0,0.0005797101449275,0,10.907719714121715,0
2025-04-03,20:00,Delta,BRU,IST,0,19,0,aucune,0,0,0.0005797101449275,0,11.254117689574635,0
2025-04-03,16:30,Swiss,CDG,DXB,0,24,0,aucune,0,0,0.0,0,11.429995107023677,0
2025-04-03,12:15,Iberia,LHR,MAD,0,1,0,aucune,0,0,0.0,0,9.465441513399108,0
2025-04-03,07:30,KLM,DXB,CDG,0,0,0,aucune,0,0,0.0,0,8.427188632582686,0
2025-04-03,17:45,AirFrance,FRA,LHR,0,0,0,aucune,0,0,0.0005797101449275,0,9.855077480439103,0
2025-04-03,21:00,Iberia,JFK,BCN,0,16,0,aucune,0,0,0.0,0,10.560397423264398,0
2025-04-03,17:00,Emirates,AMS,ATH,0,13,0,aucune,0,0,0.0010144927536231,0,11.172292774140406,0
2025-04-03,19:00,Iberia,MAD,CDG,0,19,0,aucune,0,0,0.0,0,10.762238531971954,0
2025-04-03,18:30,Lufthansa,BRU,JFK,0,11,0,aucune,0,0,0.0029408887512674,0,9.032192983612743,0
2025-04-03,20:30,Swiss,AMS,ZRH,0,20,0,aucune,0,0,0.0022957274609448,0,11.759480798789914,0
2025-04-03,18:45,Lufthansa,DXB,AMS,0,5,0,aucune,0,0,0.0,0,8.210592632971931,0
2025-04-03,13:15,Swiss,BRU,JFK,0,8,0,aucune,0,0,0.0,0,11.198505133908174,0
2025-04-03,14:00,Lufthansa,FCO,JFK,0,6,0,aucune,0,0,0.0,0,9.566205192656495,0
2025-04-03,16:30,KLM,AMS,MUC,0,19,0,aucune,0,0,0.0,0,9.395223295395551,0
2025-04-03,22:30,Emirates,FRA,BCN,0,0,1,aucune,0,0,0.0023611786063398,1,10.945321387404503,1
2025-04-03,15:30,AirFrance,BRU,ZRH,0,6,0,aucune,0,0,0.0,0,10.164233580486586,0
2025-04-03,22:45,Delta,DXB,FCO,0,12,0,aucune,0,0,0.0,0,10.000951968880901,0
2025-04-03,09:45,KLM,FRA,BCN,0,9,0,aucune,0,0,0.0029408887512674,0,10.077421317661992,0
2025-04-03,12:45,AirFrance,JFK,MUC,0,6,0,aucune,0,0,0.0,0,10.115886541187033,0
2025-04-03,08:45,Swiss,JFK,MUC,0,24,0,aucune,0,0,0.0010144927536231,0,12.064876800238158,0
2025-04-03,14:45,KLM,CDG,ATH,0,25,0,aucune,0,0,0.0,0,10.231165754623571,0
2025-04-03,07:45,Lufthansa,LHR,LIS,0,3,0,aucune,0,0,0.0,0,8.49013889271997,0
2025-04-03,21:15,AirFrance,AMS,LIS,0,10,0,aucune,0,0,0.0,0,9.966070755329286,0
2025-04-03,18:30,Emirates,FRA,GVA,0,16,0,aucune,0,0,0.0005797101449275,0,9.917232365766091,0
2025-04-03,17:15,Turkish,FRA,AMS,0,8,0,aucune,0,0,0.0005797101449275,0,10.480766075931562,0
2025-04-03,18:15,Turkish,FRA,CDG,0,14,0,aucune,0,0,0.0007705627705627,0,10.592972576131523,0
2025-04-03,15:00,Delta,LHR,AMS,0,17,0,aucune,0,0,0.0,0,10.307708320757492,0
2025-04-03,07:30,Ryanair,FCO,LIS,0,8,0,aucune,0,0,0.0022957274609448,0,11.52527104422884,0
2025-04-03,15:45,Iberia,IST,AMS,0,5,0,aucune,0,0,0.0010144927536231,0,10.692427153707401,0
2025-04-03,16:45,Emirates,FCO,GVA,0,1,0,aucune,0,0,0.0001212121212121,0,10.614112721351756,0
2025-04-04,10:45,Turkish,MAD,FCO,0,16,0,aucune,0,0,0.0,0,10.430309313158213,0
2025-04-04,07:45,Swiss,AMS,BRU,0,1,0,aucune,0,0,0.0022957274609448,0,11.759480798789914,0
2025-04-04,21:30,Turkish,FRA,MUC,0,9,0,aucune,0,0,0.0007705627705627,0,10.592972576131523,0
2025-04-04,05:15,Ryanair,BRU,IST,0,14,0,aucune,0,0,0.0,0,10.90651881503372,0
2025-04-04,18:45,AirFrance,FRA,CPH,0,18,0,aucune,0,0,0.0005797101449275,0,9.855077480439103,0
2025-04-04,12:45,Swiss,DXB,LHR,0,14,0,aucune,0,0,0.0,0,10.30253810133123,0
2025-04-04,08:00,KLM,LHR,IST,0,0,0,aucune,0,0,0.0005797101449275,0,9.134715173651903,0
2025-04-04,10:15,KLM,IST,CDG,0,6,0,aucune,0,0,0.0022957274609448,0,10.23603011006321,0
2025-04-04,18:30,British,AMS,ZRH,0,16,0,aucune,0,0,0.7801212121212121,0,11.088491897887977,0
2025-04-04,15:45,Delta,MAD,GVA,0,19,0,aucune,0,0,0.0005559947299077,0,11.65629319533396,0
2025-04-04,19:15,Emirates,MAD,MUC,0,0,0,aucune,0,0,0.0007705627705627,0,10.615604324279197,0
2025-04-04,15:45,Emirates,JFK,DXB,0,13,0,aucune,0,0,0.0,0,10.362906274234302,0
2025-04-04,18:45,Delta,CDG,SIN,0,0,0,aucune,0,0,0.0007705627705627,0,9.944051565119782,0
2025-04-04,21:00,Ryanair,BRU,CDG,0,0,1,aucune,0,0,0.0101212121212121,0,12.724144765180128,0
2025-04-04,12:15,Ryanair,FCO,BRU,0,25,0,aucune,0,0,0.0017160173160173,0,11.881306585121035,0
2025-04-04,17:15,Emirates,FCO,DXB,0,18,0,aucune,0,0,0.0001212121212121,0,10.614112721351756,0
2025-04-04,10:45,Delta,AMS,ATH,0,4,0,aucune,0,0,0.0004347826086956,0,10.74479228419793,0
2025-04-04,05:15,Ryanair,FCO,JFK,0,2,0,aucune,0,0,0.02,0,11.650908345627467,0
2025-04-04,19:15,Emirates,FCO,CPH,0,15,0,aucune,0,0,0.0001212121212121,0,10.614112721351756,0
2025-04-04,15:15,Delta,FCO,BRU,0,0,0,aucune,0,0,0.0,0,9.89506510295942,0
2025-04-04,18:45,KLM,JFK,LHR,0,25,0,aucune,0,0,0.0001212121212121,0,10.693279289768514,0
2025-04-04,22:00,Ryanair,IST,AMS,0,9,0,aucune,0,0,0.0010144927536231,0,10.89824801185988,0
2025-04-04,06:30,KLM,CDG,BCN,0,7,0,aucune,0,0,0.0,0,10.231165754623571,0
2025-04-04,21:45,KLM,JFK,BRU,0,0,0,aucune,0,0,0.0,0,8.861084678056228,0
2025-04-04,08:15,British,MAD,BCN,0,0,0,aucune,0,0,0.0,0,9.479084108687337,0
2025-04-04,20:15,Turkish,JFK,MUC,0,15,0,aucune,0,0,0.0001212121212121,0,11.474785835423557,0
2025-04-04,19:45,Delta,FRA,MUC,0,4,0,aucune,0,0,0.0005797101449275,0,9.525055108089235,0
2025-04-04,15:45,Turkish,BRU,ORD,0,14,0,aucune,0,0,0.0,0,10.217255525569627,0
2025-04-04,09:15,Swiss,FRA,AMS,0,2,0,aucune,0,0,0.0005797101449275,0,9.491380125322092,0
2025-04-04,16:30,Turkish,DXB,LIS,0,15,0,aucune,0,0,0.0005797101449275,0,10.257746339562704,0
2025-04-04,19:30,Emirates,DXB,ZRH,0,14,0,aucune,0,0,0.0021507999247129,0,11.2071781057592,0
2025-04-04,17:30,Delta,CDG,IST,0,13,0,aucune,0,0,0.0005797101449275,0,9.898231131683248,0
2025-04-05,05:30,British,IST,CPH,0,7,0,aucune,0,0,0.0,0,9.725828159951968,0
2025-04-05,10:30,Emirates,BRU,CPH,0,5,0,aucune,0,0,1.0,0,10.233201155298815,0
2025-04-05,17:45,Emirates,IST,GVA,0,0,0,aucune,0,0,1.0,0,10.440369730910577,0
2025-04-05,17:00,Lufthansa,AMS,LAX,0,4,0,aucune,0,0,0.8004347826086956,0,8.65046729796714,0
2025-04-05,09:30,Ryanair,JFK,IST,0,6,0,aucune,0,0,1.0,0,10.69135304054744,0
2025-04-05,05:15,Delta,AMS,FCO,0,7,0,aucune,0,0,1.0,0,10.413669353571299,0
2025-04-05,15:00,Turkish,IST,VIE,0,22,0,aucune,0,0,1.0,0,9.84623998180107,0
2025-04-05,07:00,Iberia,BRU,CPH,0,2,0,aucune,0,0,1.0,0,9.827059282791463,0
2025-04-05,10:15,Delta,FCO,IST,0,0,0,aucune,0,0,1.0,0,10.441541091993988,0
2025-04-05,13:30,Lufthansa,LHR,FCO,0,23,0,aucune,0,0,0.0002409638554216,0,10.419695530865745,0
2025-04-05,21:30,AirFrance,LHR,SIN,0,2,0,aucune,0,0,0.0012554566090448,0,10.1801330959741,0
2025-04-05,20:45,Lufthansa,IST,MAD,0,5,0,aucune,0,0,1.0,0,7.971341707890145,0
2025-04-05,07:15,Iberia,JFK,CDG,0,0,0,aucune,0,0,1.0,0,10.275488197623602,0
2025-04-05,08:15,Ryanair,FCO,MUC,0,0,1,aucune,0,0,0.001742413130784,1,11.881306585121035,1
2025-04-05,18:00,Iberia,LHR,LIS,0,20,0,aucune,0,0,0.0003621759766338,0,10.751722590140568,0
2025-04-05,19:00,Turkish,MAD,ORD,0,10,0,aucune,0,0,1.0,0,10.211999475958125,0
2025-04-05,15:45,Swiss,FRA,ORD,0,3,0,aucune,0,0,1.0,0,9.720191797669496,0
2025-04-05,12:30,Turkish,IST,CPH,0,4,0,aucune,0,0,1.0,0,9.84623998180107,0
2025-04-05,08:15,Iberia,CDG,MUC,0,23,0,aucune,0,0,1.0,0,11.25038464356729,0
2025-04-05,20:45,Emirates,DXB,FCO,0,19,0,aucune,0,0,1.0,0,10.153419728113029,0
2025-04-05,14:00,Iberia,AMS,VIE,0,21,0,aucune,0,0,1.0,0,10.292138576356091,0
2025-04-05,08:15,Delta,FRA,GVA,0,4,0,aucune,0,0,0.0002409638554216,0,10.026384798024687,0
2025-04-05,21:45,Lufthansa,FRA,LIS,0,1,0,aucune,0,0,1.0,0,8.524670129244038,0
2025-04-05,09:30,Emirates,LHR,DXB,0,20,0,aucune,0,0,0.0002409638554216,0,11.468746859792322,0
2025-04-05,10:15,British,IST,GVA,0,15,0,aucune,0,0,1.0,0,10.270142435001183,0
2025-04-05,18:30,Delta,FRA,JFK,0,24,0,aucune,0,0,1.0,0,9.907499779662231,0
2025-04-05,14:30,Emirates,FRA,MUC,0,18,0,aucune,0,0,0.0017118279569892,0,11.05896856407962,0
2025-04-05,15:45,Turkish,MAD,LIS,0,7,0,aucune,0,0,1.0,0,10.211999475958125,0
2025-04-05,05:45,AirFrance,MAD,DXB,0,15,0,aucune,0,0,0.0002409638554216,0,11.670020663985714,0
2025-04-05,19:30,AirFrance,LHR,IST,0,16,0,aucune,0,0,0.0202409638554216,0,10.894144708104454,0
2025-04-05,14:30,AirFrance,AMS,CDG,0,20,0,aucune,0,0,0.0002409638554216,0,11.363537867006038,0
2025-04-05,22:15,Delta,BRU,CPH,0,9,0,aucune,0,0,1.0,0,10.790115767040762,0
2025-04-06,08:00,Delta,DXB,MUC,0,18,0,aucune,0,0,1.0,0,9.958487795299279,0
2025-04-06,20:00,KLM,FCO,LAX,0,3,0,aucune,0,0,1.0,0,10.562601361918917,0
2025-04-06,17:00,Lufthansa,CDG,MUC,0,3,0,aucune,0,0,1.0,0,10.345662771165589,0
2025-04-06,19:30,Lufthansa,FCO,ATH,0,23,0,aucune,0,0,1.0,0,11.542075502892594,0
2025-04-06,15:45,Emirates,DXB,LIS,0,4,0,aucune,0,0,1.0,0,10.153419728113029,0
2025-04-06,22:00,Iberia,LHR,MUC,0,13,0,aucune,0,0,1.0,0,9.559299988415878,0
2025-04-06,13:30,AirFrance,DXB,FCO,0,22,0,aucune,0,0,1.0,0,9.880257368549668,0
2025-04-06,15:30,Iberia,LHR,ATH,0,5,0,aucune,0,0,0.0007663734115347,0,9.683916573286556,0
2025-04-06,19:30,British,LHR,LAX,0,3,0,aucune,0,0,0.0001212121212121,0,9.485642071632256,0
2025-04-06,05:15,Lufthansa,MAD,CDG,0,7,0,aucune,0,0,1.0,0,9.058649286265274,0
2025-04-06,06:00,Swiss,AMS,MAD,0,13,0,aucune,0,0,0.0001212121212121,0,11.177291629176832,0
2025-04-06,06:30,Swiss,FCO,MUC,0,13,0,aucune,0,0,1.0,0,11.424537532324042,0
2025-04-06,07:00,Ryanair,JFK,VIE,0,19,0,aucune,0,0,1.0,0,10.69135304054744,0
2025-04-06,10:00,Ryanair,FCO,SIN,0,19,0,aucune,0,0,1.0,0,11.1314027474426,0
2025-04-06,18:30,Iberia,FCO,ATH,0,15,0,aucune,0,0,0.0208206740003492,0,11.889685397361577,0
2025-04-06,10:30,Iberia,IST,CDG,0,0,1,aucune,0,0,0.0017118279569892,1,11.266523041852713,1
2025-04-06,14:00,Ryanair,MAD,AMS,0,0,0,aucune,0,0,1.0,0,11.238655816124533,0
2025-04-06,18:15,Turkish,LHR,LIS,0,16,0,aucune,0,0,0.0002409638554216,0,11.094601300317963,0
2025-04-06,22:45,Delta,BRU,DXB,0,23,0,aucune,0,0,0.0017118279569892,0,12.208241126791894,0
2025-04-06,09:15,Emirates,LHR,ORD,0,0,0,aucune,0,0,1.0,0,9.98055491939496,0
2025-04-06,22:00,Emirates,IST,DXB,0,25,0,aucune,0,0,1.0,0,10.440369730910577,0
2025-04-06,15:15,Delta,LHR,ORD,0,0,0,aucune,0,0,0.0002409638554216,0,10.528871063550419,0
2025-04-06,13:15,Delta,AMS,MAD,0,0,0,aucune,0,0,0.0213460835564622,0,10.50791307044219,0
2025-04-06,19:00,KLM,CDG,JFK,0,22,0,aucune,0,0,0.0007969585853294,0,9.776583510326834,0
2025-04-06,11:45,AirFrance,FCO,JFK,0,7,0,aucune,0,0,0.0003621759766338,0,10.946134132629595,0
2025-04-06,17:00,Lufthansa,DXB,CPH,0,24,0,aucune,0,0,0.0002409638554216,0,9.955786221077245,0
2025-04-06,21:00,Emirates,LHR,BRU,0,25,0,aucune,0,0,0.0035328893212601,0,12.002953124190503,0
2025-04-06,16:30,KLM,LHR,IST,0,0,0,aucune,0,0,0.0008206740003492,0,8.715138495331152,0
2025-04-06,16:45,Turkish,IST,BRU,0,25,0,aucune,0,0,0.0010115266259844,0,11.402199841275529,0
2025-04-06,05:45,KLM,MAD,ZRH,0,6,0,aucune,0,0,0.0241125994661877,0,9.68003658861325,0
2025-04-06,14:00,KLM,FRA,SIN,0,17,0,aucune,0,0,0.0005559947299077,0,10.236373510326002,0
2025-04-06,17:45,AirFrance,FRA,MUC,0,0,0,aucune,0,0,0.0,0,8.820525783376475,0
2025-04-07,12:15,Ryanair,CDG,ZRH,0,11,0,aucune,0,0,0.0005797101449275,0,9.955272179662694,0
2025-04-07,20:00,AirFrance,BRU,SIN,0,22,0,aucune,0,0,0.0019954342058128,0,11.822791035815634,0
2025-04-07,14:30,Ryanair,MAD,IST,0,8,0,aucune,0,0,0.0005797101449275,0,11.518777525789762,0
2025-04-07,21:15,Emirates,AMS,ZRH,0,20,0,aucune,0,0,0.0001212121212121,0,10.809503833586932,0
2025-04-07,20:15,Turkish,MAD,DXB,0,24,0,aucune,0,0,0.0005559947299077,0,11.649806599995056,0
2025-04-07,15:00,AirFrance,AMS,MAD,0,23,0,aucune,0,0,0.0065797101449275,0,11.95032549178037,0
2025-04-07,09:45,AirFrance,IST,LHR,0,19,0,aucune,0,0,0.0004347826086956,0,11.021231558478984,0
2025-04-07,21:15,Emirates,JFK,AMS,0,6,0,aucune,0,0,0.0,0,10.362906274234302,0
2025-04-07,07:45,Lufthansa,JFK,GVA,0,9,0,aucune,0,0,1.0,0,8.406246904805842,0
2025-04-07,22:45,Emirates,BRU,AMS,0,4,0,aucune,0,0,1.0,0,10.233201155298815,0
2025-04-07,13:15,British,IST,DXB,0,25,0,aucune,0,0,1.0,0,10.270142435001183,0
2025-04-07,08:45,Iberia,BRU,SIN,0,0,0,aucune,0,0,1.0,0,9.827059282791463,0
2025-04-07,09:15,Delta,JFK,BRU,0,17,0,aucune,0,0,1.0,0,10.72129712682476,0
2025-04-07,08:15,Delta,FRA,ATH,0,18,0,aucune,0,0,1.0,0,9.907499779662231,0
2025-04-07,15:45,Ryanair,IST,CPH,0,13,0,aucune,0,0,1.0,0,10.338638728039971,0
2025-04-07,13:15,British,MAD,DXB,0,16,0,aucune,0,0,1.0,0,10.315804858594936,0
2025-04-07,06:45,AirFrance,LHR,ATH,0,0,0,aucune,0,0,1.0,0,9.801445452633711,0
2025-04-07,06:15,Emirates,MAD,BCN,0,0,0,aucune,0,0,1.0,0,10.18005660264879,0
2025-04-07,20:30,Delta,BRU,LHR,0,9,0,aucune,0,0,1.0,0,10.790115767040762,0
2025-04-07,19:30,Swiss,FCO,ZRH,0,18,0,aucune,0,0,1.0,0,11.424537532324042,0
2025-04-07,21:30,British,DXB,LAX,0,5,0,aucune,0,0,1.0,0,10.435826820311906,0
2025-04-07,20:45,Lufthansa,AMS,CPH,0,3,0,aucune,0,0,1.0,0,8.413814156388522,0
2025-04-07,16:45,AirFrance,IST,ZRH,0,0,0,aucune,0,0,1.0,0,10.0730056308749,0
2025-04-07,19:00,Lufthansa,IST,MUC,0,0,0,aucune,0,0,1.0,0,7.971341707890145,0
2025-04-07,14:45,KLM,IST,FCO,0,25,0,aucune,0,0,1.0,0,9.525403166489575,0
2025-04-07,21:15,KLM,IST,SIN,0,0,0,aucune,0,0,1.0,0,9.525403166489575,0
2025-04-07,12:00,Delta,AMS,CPH,0,14,0,aucune,0,0,1.0,0,10.413669353571299,0
2025-04-07,21:00,Swiss,AMS,VIE,0,2,0,aucune,0,0,1.0,0,10.80827794709312,0
2025-04-07,21:15,British,DXB,BRU,0,16,0,aucune,0,0,1.0,0,10.435826820311906,0
2025-04-07,12:15,Swiss,BRU,CDG,0,22,0,aucune,0,0,1.0,0,11.12030767731776,0
2025-04-07,06:45,Turkish,MAD,CPH,0,8,0,aucune,0,0,1.0,0,10.211999475958125,0
2025-04-07,19:30,Emirates,FRA,AMS,0,0,0,aucune,0,0,1.0,0,9.17474178633152,0
2025-04-08,22:30,Delta,BRU,FCO,0,0,0,aucune,0,0,1.0,0,10.790115767040762,0
2025-04-08,09:15,Iberia,DXB,SIN,0,7,0,aucune,0,0,1.0,0,9.995614850758104,0
2025-04-08,18:45,Ryanair,LHR,SIN,0,21,0,aucune,0,0,1.0,0,10.323800222610176,0
2025-04-08,12:30,Emirates,MAD,ZRH,0,18,0,aucune,0,0,1.0,0,10.18005660264879,0
2025-04-08,09:15,Iberia,DXB,LAX,0,19,0,aucune,0,0,1.0,0,9.995614850758104,0
2025-04-08,08:30,Swiss,JFK,GVA,0,2,0,aucune,0,0,1.0,0,10.930086241248716,0
2025-04-08,14:00,Swiss,BRU,JFK,0,0,0,aucune,0,0,1.0,0,11.12030767731776,0
2025-04-08,15:30,AirFrance,MAD,ORD,0,0,0,aucune,0,0,1.0,0,10.255582227543732,0
2025-04-08,18:15,Iberia,FRA,SIN,0,11,0,aucune,0,0,1.0,0,9.98883789082956,0
2025-04-08,16:15,Iberia,MAD,CDG,0,0,0,aucune,0,0,1.0,0,10.362233317950029,0
2025-04-08,13:30,Turkish,IST,BCN,0,8,0,aucune,0,0,1.0,0,9.84623998180107,0
2025-04-08,13:30,Lufthansa,CDG,BRU,0,17,0,aucune,0,0,1.0,0,10.345662771165589,0
2025-04-08,12:45,Delta,BRU,CDG,0,16,0,aucune,0,0,1.0,0,10.790115767040762,0
2025-04-08,20:45,Ryanair,IST,LHR,0,0,0,aucune,0,0,1.0,0,10.338638728039971,0
2025-04-08,08:00,Lufthansa,LHR,BCN,0,13,0,aucune,0,0,1.0,0,8.5590762338271,0
2025-04-08,18:45,AirFrance,AMS,JFK,0,22,0,aucune,0,0,1.0,0,10.208528026490336,0
2025-04-08,21:00,KLM,MAD,AMS,0,1,0,aucune,0,0,1.0,0,9.002898749714753,0
2025-04-08,05:30,Lufthansa,FRA,LHR,0,0,1,aucune,0,0,1.0,0,8.524670129244038,0
2025-04-08,19:30,British,AMS,DXB,0,25,0,aucune,0,0,1.0,0,10.555620061811744,0
2025-04-08,19:00,British,FCO,ORD,0,19,0,aucune,0,0,1.0,0,11.183068645403404,0
2025-04-08,11:30,KLM,AMS,IST,0,22,0,aucune,0,0,1.0,0,9.485257400367832,0
